Willingness to take vaccine,Gender,Age,Education,Race,Financial Status,State,Census Region
yes,Female,45-60,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Graduate,White,Middle class,Florida,South Atlantic
yes,Male,25-44,Undergraduate,White,Upper middle class,New York,Mid-Atlantic
no,Female,18-24,Middle school or less,White,Middle class,California,Pacific
yes,Female,25-44,Graduate,White,Upper middle class,Ohio,East North Central
yes,Female,18-24,Highschool,White,Middle class,Ohio,East North Central
yes,Female,25-44,Middle school or less,White,Middle class,Maryland,South Atlantic
yes,Female,25-44,Highschool,White,Middle class,New York,Mid-Atlantic
yes,Male,>70,Graduate,Other,Middle class,Texas,West South Central
yes,Female,18-24,Undergraduate,White,Middle class,Maryland,South Atlantic
yes,Female,45-60,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,White,Lower middle class/poor,Colorado,Mountain
yes,Female,25-44,Graduate,White,Middle class,Utah,Mountain
yes,Female,18-24,Highschool,White,Middle class,Michigan,East North Central
no,Female,25-44,Middle school or less,Black,Lower middle class/poor,Indiana,East North Central
yes,Female,25-44,Graduate,White,Upper middle class,Minnesota,West North Central
yes,Female,25-44,Undergraduate,Asian,Middle class,Missouri,West North Central
no,Male,45-60,Undergraduate,Asian,Middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Masters,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,Asian,Upper middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Undergraduate,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Undergraduate,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
no,Male,25-44,Masters,Asian,Middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Undergraduate,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Masters,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,Asian,Middle class,New Jersey,Mid-Atlantic
yes,Male,45-60,Graduate,Asian,Upper middle class,Massachusetts,New England
yes,Female,25-44,Masters,Asian,Upper middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Undergraduate,Asian,Middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Masters,Asian,Upper middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Graduate,Asian,Upper middle class,Virginia,South Atlantic
yes,Female,25-44,Masters,Asian,Upper middle class,New Jersey,Mid-Atlantic
yes,Male,25-44,Masters,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Undergraduate,Asian,Middle class,New Jersey,Mid-Atlantic
yes,Female,45-60,Masters,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Virginia,South Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Utah,Mountain
yes,Female,25-44,Middle school or less,White,Middle class,Connecticut,New England
yes,Female,61-70,Middle school or less,White,Upper middle class,California,Pacific
yes,Female,45-60,Graduate,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
no,Male,25-44,Highschool,Asian,Lower middle class/poor,Texas,West South Central
yes,Female,61-70,Middle school or less,White,Lower middle class/poor,Oklahoma,West South Central
yes,Female,45-60,Undergraduate,Asian,Upper middle class,California,Pacific
yes,Female,45-60,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,Asian,Middle class,Iowa,West North Central
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,South Carolina,South Atlantic
yes,Male,61-70,Middle school or less,White,Upper middle class,Minnesota,West North Central
no,Female,18-24,Undergraduate,White,Middle class,New Jersey,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Ohio,East North Central
yes,Female,25-44,Highschool,White,Middle class,Ohio,East North Central
yes,Male,45-60,Highschool,White,Middle class,Texas,West South Central
yes,Male,25-44,Middle school or less,White,Lower middle class/poor,Texas,West South Central
no,Female,25-44,Highschool,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Graduate,White,Middle class,Virginia,South Atlantic
yes,Male,25-44,Highschool,White,Lower middle class/poor,Tennessee,East South Central
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,Kentucky,East South Central
yes,Female,45-60,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Female,25-44,Graduate,Asian,Middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Highschool,White,Middle class,Iowa,West North Central
no,Female,25-44,Highschool,White,Middle class,Florida,South Atlantic
yes,Male,25-44,Middle school or less,White,Lower middle class/poor,Michigan,East North Central
yes,Female,61-70,Graduate,White,Upper middle class,Virginia,South Atlantic
yes,Female,45-60,Masters,White,Lower middle class/poor,California,Pacific
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,Wisconsin,East North Central
yes,Female,25-44,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,Texas,West South Central
yes,Female,45-60,Masters,White,Middle class,Kentucky,East South Central
yes,Female,18-24,Highschool,White,Upper middle class,Virginia,South Atlantic
yes,Male,61-70,Undergraduate,White,Lower middle class/poor,California,Pacific
yes,Female,25-44,Graduate,White,Middle class,Tennessee,East South Central
yes,Female,25-44,Highschool,White,Middle class,Maryland,South Atlantic
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,Missouri,West North Central
yes,Female,61-70,Undergraduate,Black,Middle class,DC,South Atlantic
yes,Female,25-44,Highschool,White,Lower middle class/poor,Georgia,South Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,North Carolina,South Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Highschool,White,Upper middle class,Indiana,East North Central
yes,Female,25-44,Masters,White,Wealthy,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Masters,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Middle class,New York,Mid-Atlantic
yes,Male,18-24,Masters,Asian,Middle class,Arizona,Mountain
no,Female,25-44,Highschool,Asian,Middle class,California,Pacific
yes,Female,25-44,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Masters,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Highschool,White,Middle class,California,Pacific
yes,Male,25-44,Undergraduate,Asian,Middle class,California,Pacific
yes,Male,25-44,Masters,White,Middle class,New Jersey,Mid-Atlantic
yes,Female,61-70,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Highschool,Asian,Middle class,California,Pacific
yes,Male,25-44,Highschool,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Middle school or less,White,Wealthy,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Highschool,Hispanic,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,25-44,Highschool,Black,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,Black,Lower middle class/poor,North Carolina,South Atlantic
no,Female,18-24,Undergraduate,White,Lower middle class/poor,Texas,West South Central
yes,Female,25-44,Graduate,Hispanic,Middle class,Colorado,Mountain
yes,Female,45-60,Masters,Asian,Middle class,Ohio,East North Central
yes,Female,25-44,Highschool,White,Middle class,Oregon,Pacific
no,Male,25-44,Highschool,Black,Lower middle class/poor,New Mexico,Mountain
yes,Female,25-44,Highschool,Hispanic,Middle class,New Jersey,Mid-Atlantic
no,Female,61-70,Highschool,White,Lower middle class/poor,California,Pacific
yes,Female,45-60,Highschool,Hispanic,Lower middle class/poor,Wisconsin,East North Central
yes,Female,45-60,Highschool,Hispanic,Middle class,Illinois,East North Central
no,Female,25-44,Graduate,Other,Middle class,Maryland,South Atlantic
yes,Male,61-70,Undergraduate,Hispanic,Upper middle class,Ohio,East North Central
yes,Male,45-60,Graduate,Hispanic,Lower middle class/poor,Washington,Pacific
no,Female,18-24,Undergraduate,Hispanic,Middle class,New York,Mid-Atlantic
no,Female,25-44,Highschool,White,Upper middle class,Texas,West South Central
yes,Female,25-44,Highschool,Hispanic,Lower middle class/poor,Arizona,Mountain
yes,Male,>70,Undergraduate,Black,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,Black,Upper middle class,California,Pacific
yes,Male,25-44,Highschool,Other,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,25-44,Highschool,Hispanic,Lower middle class/poor,Alabama,East South Central
yes,Male,25-44,Highschool,Black,Middle class,Georgia,South Atlantic
yes,Male,25-44,Middle school or less,Black,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Masters,Hispanic,Middle class,Texas,West South Central
yes,Female,45-60,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Male,25-44,Middle school or less,Other,Lower middle class/poor,New Mexico,Mountain
no,Female,18-24,Highschool,Other,Middle class,Texas,West South Central
yes,Female,45-60,Highschool,Other,Middle class,Hawaii,Pacific
yes,Male,25-44,Undergraduate,Hispanic,Upper middle class,DC,South Atlantic
yes,Female,61-70,Undergraduate,Other,Upper middle class,California,Pacific
yes,Female,61-70,Highschool,Hispanic,Middle class,Iowa,West North Central
no,Female,25-44,Masters,Other,Upper middle class,Michigan,East North Central
yes,Female,25-44,Masters,Hispanic,Middle class,Texas,West South Central
no,Female,25-44,Middle school or less,Black,Lower middle class/poor,Texas,West South Central
no,Female,25-44,Undergraduate,Other,Middle class,Florida,South Atlantic
yes,Male,25-44,Highschool,Hispanic,Upper middle class,Minnesota,West North Central
no,Female,25-44,Undergraduate,Hispanic,Middle class,Texas,West South Central
yes,Female,25-44,Highschool,Hispanic,Lower middle class/poor,Tennessee,East South Central
yes,Female,25-44,Masters,Hispanic,Middle class,Illinois,East North Central
yes,Male,45-60,Undergraduate,Hispanic,Middle class,Virginia,South Atlantic
yes,Female,25-44,Masters,Hispanic,Middle class,California,Pacific
yes,Female,>70,Graduate,Hispanic,Upper middle class,Virginia,South Atlantic
yes,Female,25-44,Masters,White,Upper middle class,Arizona,Mountain
yes,Female,61-70,Highschool,Black,Upper middle class,New York,Mid-Atlantic
yes,Female,18-24,Highschool,Asian,Middle class,New York,Mid-Atlantic
no,Female,25-44,Middle school or less,Other,Upper middle class,Maryland,South Atlantic
yes,Male,25-44,Masters,Hispanic,Middle class,Texas,West South Central
yes,Female,25-44,Graduate,Hispanic,Middle class,Florida,South Atlantic
yes,Female,>70,Graduate,Black,Middle class,Maryland,South Atlantic
yes,Female,61-70,Masters,Black,Upper middle class,Florida,South Atlantic
no,Male,25-44,Graduate,Black,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,25-44,Graduate,Asian,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Masters,Black,Middle class,DC,South Atlantic
no,Female,61-70,Graduate,Black,Middle class,New York,Mid-Atlantic
yes,Male,45-60,Graduate,Hispanic,Middle class,Maryland,South Atlantic
yes,Male,45-60,Highschool,Black,Lower middle class/poor,New York,Mid-Atlantic
yes,Male,45-60,Masters,Asian,Middle class,Maryland,South Atlantic
no,Female,45-60,Middle school or less,Other,Lower middle class/poor,Florida,South Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Maryland,South Atlantic
no,Female,61-70,Middle school or less,Black,Middle class,Florida,South Atlantic
no,Female,25-44,Graduate,Black,Middle class,Louisiana,West South Central
yes,Female,45-60,Highschool,Hispanic,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,25-44,Graduate,Black,Middle class,New York,Mid-Atlantic
no,Female,45-60,Masters,Asian,Upper middle class,Illinois,East North Central
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Middle school or less,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
no,Male,61-70,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Highschool,Asian,Upper middle class,Florida,South Atlantic
yes,Male,45-60,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
no,Male,45-60,Undergraduate,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Highschool,White,Upper middle class,Tennessee,East South Central
yes,Female,18-24,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,61-70,Highschool,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,Asian,Upper middle class,California,Pacific
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Graduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Wealthy,Pennsylvania,Mid-Atlantic
yes,Male,>70,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,18-24,Middle school or less,White,Upper middle class,Pennsylvania,Mid-Atlantic
no,Female,25-44,Masters,White,Middle class,California,Pacific
yes,Female,61-70,Undergraduate,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,18-24,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Graduate,Asian,Upper middle class,New York,Mid-Atlantic
yes,Female,25-44,Masters,White,Upper middle class,Massachusetts,New England
yes,Male,61-70,Highschool,White,Middle class,Massachusetts,New England
yes,Male,>70,Undergraduate,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,White,Wealthy,Texas,West South Central
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,18-24,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,25-44,Highschool,Other,Middle class,Illinois,East North Central
yes,Male,45-60,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Texas,West South Central
yes,Male,61-70,Highschool,White,Middle class,Texas,West South Central
yes,Male,>70,Graduate,White,Upper middle class,Texas,West South Central
yes,Female,61-70,Graduate,White,Middle class,Texas,West South Central
yes,Female,>70,Masters,White,Middle class,Texas,West South Central
yes,Male,61-70,Undergraduate,White,Upper middle class,Texas,West South Central
yes,Female,>70,Masters,White,Middle class,South Carolina,South Atlantic
yes,Male,>70,Graduate,White,Middle class,Texas,West South Central
yes,Female,61-70,Graduate,White,Upper middle class,Texas,West South Central
yes,Female,>70,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
no,Female,61-70,Undergraduate,White,Middle class,Texas,West South Central
yes,Male,>70,Masters,White,Wealthy,Texas,West South Central
yes,Male,61-70,Undergraduate,White,Middle class,Texas,West South Central
yes,Male,61-70,Masters,White,Upper middle class,South Carolina,South Atlantic
yes,Male,>70,Undergraduate,White,Upper middle class,Texas,West South Central
yes,Female,>70,Undergraduate,White,Middle class,Texas,West South Central
yes,Female,61-70,Highschool,White,Upper middle class,Texas,West South Central
