,healthcare_worker,family_member_covid,family_member_covid_test,fam_mem_covid_dx,fm_mem_covid_hospitalized,covid_follow,covid_information_source___1,covid_information_source___2,covid_information_source___3,covid_information_source___4,covid_information_source___5,covid_information_source___6,covid_information_source___7,covid_information_source___8,covid_information_source___9,covid_information_source___10,confine,job,infection,food,death,hospital_access,covid_state,sd,ld,hw,fm,er,reopening,second_wave,number,state,belief,age,child,smoke,dm,immune,pregnant,hosp_rate,death_rate,incubation,corona,animal,screening,hand_wash,climate,sunlight,nasal_spray,hot_beverages,hand_sanitize,baby_wipes,covid_symptoms___1,covid_symptoms___2,covid_symptoms___3,covid_symptoms___4,covid_symptoms___5,vaccine_pcv_flu,mask_gloves___1,mask_gloves___2,social_distance_feet,isolation,corona_live,spread___1,spread___2,spread___3,spread___4,chloroquin,drug_trial,vaccine_trial,hospital,vent,administration,new_vaccine,new_medication,covid_vaccine,covid_vaccine_cause___1,covid_vaccine_cause___2,covid_vaccine_cause___3,covid_vaccine_cause___4,covid_vaccine_cause___5,flu_shot_y_n,Gender_string,your_age,your_education,your_race,financial_status,Census_region,Vaccine_Launch (PRE_POST)
48,0.0,0.0,,,,4.0,0,0,0,1,0.0,0,1,0,0,0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,0.5,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1,,,,,,1.0,Female,2.0,2.0,White,2.0,Mid-Atlantic,No
49,1.0,0.0,,,,4.0,1,1,1,1,1.0,0,0,0,1,1,5.0,3.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,1,,,,,,1.0,Female,2.0,5.0,White,3.0,Mid-Atlantic,No
51,1.0,0.0,,,,2.0,0,0,0,0,1.0,0,1,1,1,1,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,1,,,,,,1.0,Female,2.0,5.0,Asian,2.0,Pacific,No
52,1.0,0.0,,,,4.0,1,1,0,1,0.0,0,1,0,0,0,3.0,,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1,,,,,,0.0,Male,2.0,5.0,Other,2.0,Mid-Atlantic,No
53,0.0,0.0,,,,5.0,1,0,0,0,1.0,0,1,1,0,0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1,,,,,,1.0,Female,5.0,2.0,White,3.0,Mid-Atlantic,No
54,0.0,0.0,,,,5.0,1,0,1,1,0.0,0,1,1,1,0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,5.0,2.0,5.0,5.0,2.0,3.0,4.0,1,,,,,,1.0,Female,5.0,2.0,White,3.0,Mid-Atlantic,No
56,0.0,0.0,,,,4.0,1,0,1,1,0.0,0,0,1,0,1,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,1,1,1,1,0.5,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1,,,,,,0.0,Male,2.0,3.0,Asian,2.0,Pacific,No
57,0.0,0.0,,,,2.0,1,0,0,1,1.0,0,1,1,0,1,4.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1,1,1,0.0,1,0,1.0,1.0,1.0,1,1,1,0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,1,,,,,,0.0,Male,2.0,5.0,White,3.0,Mid-Atlantic,No
58,0.0,1.0,1.0,1.0,0.0,6.0,1,0,0,1,1.0,0,0,1,0,0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,5.0,5.0,2.0,1.0,2.0,3.0,3.0,1,,,,,,1.0,Female,3.0,2.0,Other,2.0,West North Central,No
59,1.0,0.0,,,,5.0,1,0,1,1,0.0,0,0,0,0,1,3.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,1,,,,,,1.0,Female,2.0,4.0,White,2.0,Mid-Atlantic,No
60,0.0,0.0,,,,3.0,1,1,0,0,1.0,0,0,0,0,0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1,,,,,,1.0,Female,3.0,5.0,Hispanic,2.0,Mid-Atlantic,No
61,0.0,0.0,,,,2.0,1,1,0,0,1.0,0,0,0,1,0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0,1.0,1.0,0.0,0,1,1,1,1.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,1,,,,,,1.0,Male,2.0,2.0,White,2.0,Mid-Atlantic,No
62,0.0,0.0,,,,3.0,0,0,1,1,1.0,0,1,0,0,0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,0,1,1,1,1.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,1,,,,,,1.0,Female,4.0,4.0,White,2.0,South Atlantic,No
63,0.0,0.0,,,,5.0,0,1,0,0,1.0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,1,,,,,,1.0,Female,3.0,4.0,White,2.0,Mid-Atlantic,No
64,0.0,0.0,,,,1.0,1,0,0,0,0.0,0,0,0,0,0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,0,,,,,,1.0,Male,3.0,2.0,White,2.0,East North Central,No
65,0.0,0.0,,,,4.0,1,1,0,0,0.0,0,0,0,0,0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1,,,,,,1.0,Male,4.0,2.0,White,4.0,Mid-Atlantic,No
66,0.0,0.0,,,,6.0,1,1,1,1,1.0,0,1,1,0,0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.5,4.0,5.0,4.0,3.0,3.0,3.0,3.0,0,,,,,,0.0,Female,2.0,3.0,White,2.0,Mid-Atlantic,No
67,0.0,0.0,,,,3.0,1,1,0,1,1.0,0,0,1,0,0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,0.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,1,,,,,,1.0,Female,1.0,2.0,White,2.0,Mid-Atlantic,No
68,0.0,0.0,,,,4.0,1,1,0,1,1.0,1,1,1,0,0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,0,1,0.0,1,1,1.0,1.0,0.0,1,1,0,1,0.0,2.0,2.0,5.0,3.0,4.0,3.0,1.0,1,,,,,,1.0,Male,2.0,3.0,Asian,2.0,Mid-Atlantic,No
69,0.0,1.0,1.0,0.0,,5.0,1,0,1,1,0.0,0,1,0,0,0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,1,0,0,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,1,,,,,,1.0,Female,1.0,2.0,White,2.0,South Atlantic,No
70,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,1,1,0,0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,1,,,,,,1.0,Female,2.0,4.0,Asian,2.0,Mid-Atlantic,No
71,0.0,0.0,,,,3.0,1,1,0,0,1.0,0,0,1,0,1,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1,1,0,0.0,1,0,1.0,1.0,0.0,1,1,1,0,0.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,1,,,,,,1.0,Male,2.0,5.0,Asian,3.0,Mid-Atlantic,No
72,0.0,0.0,,,,6.0,0,1,1,1,0.0,0,0,0,0,0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,0,0.0,0.0,0.0,1,1,1,1,1.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,1,,,,,,0.0,Female,2.0,4.0,Other,3.0,West South Central,No
73,0.0,0.0,,,,5.0,1,0,0,1,0.0,0,1,1,1,0,4.0,2.0,2.0,3.0,4.0,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,1.0,,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1,,,,,,1.0,Female,4.0,1.0,White,2.0,Mid-Atlantic,No
75,1.0,1.0,1.0,0.0,,3.0,0,0,1,0,0.0,0,1,1,1,1,2.0,3.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1,,,,,,1.0,Female,2.0,5.0,White,3.0,Mid-Atlantic,No
76,1.0,0.0,,,,3.0,1,1,0,1,0.0,0,1,0,0,0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,0,1.0,1.0,1.0,1,1,1,1,0.5,5.0,2.0,4.0,4.0,4.0,3.0,4.0,1,,,,,,1.0,Female,1.0,2.0,Asian,2.0,Mid-Atlantic,No
77,0.0,1.0,0.0,,,3.0,0,0,0,1,1.0,0,1,0,0,0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,1.0,1,1,1,1,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0,,,,,,1.0,Female,2.0,4.0,White,3.0,Mid-Atlantic,No
78,1.0,0.0,,,,8.0,1,0,1,1,0.0,0,1,1,1,1,4.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.0,2.0,2.0,5.0,4.0,4.0,3.0,1.0,1,,,,,,1.0,Female,2.0,4.0,Asian,3.0,Mid-Atlantic,No
79,1.0,0.0,,,,5.0,1,0,1,1,1.0,0,1,1,0,1,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1,,,,,,1.0,Female,2.0,5.0,White,2.0,Pacific,No
80,1.0,0.0,,,,4.0,1,0,0,1,0.0,0,1,1,1,1,3.0,2.0,5.0,5.0,5.0,1.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,1.0,1,1,1,0,0.5,3.0,4.0,4.0,3.0,4.0,4.0,4.0,0,,,,,,1.0,Female,2.0,2.0,White,2.0,West North Central,No
81,0.0,0.0,,,,7.0,0,0,0,0,1.0,0,0,0,0,0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,0.5,3.0,3.0,4.0,3.0,2.0,3.0,4.0,1,,,,,,0.0,Female,3.0,4.0,Asian,2.0,East North Central,No
82,1.0,1.0,1.0,0.0,,5.0,0,0,0,0,0.0,0,0,0,0,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,5.0,4.0,3.0,4.0,5.0,3.0,2.0,1,,,,,,1.0,Female,3.0,5.0,White,3.0,New England,No
83,1.0,0.0,,,,5.0,0,0,0,1,0.0,0,1,1,0,1,4.0,2.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,1,,,,,,1.0,Female,2.0,4.0,White,2.0,South Atlantic,No
84,1.0,1.0,0.0,,,5.0,0,0,1,1,1.0,0,0,1,1,1,3.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.5,1.0,3.0,4.0,4.0,5.0,2.0,2.0,0,,,,,,1.0,Female,2.0,5.0,White,3.0,East North Central,No
85,0.0,0.0,,,,4.0,1,0,0,0,1.0,0,1,0,0,0,2.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,3.0,3.0,1.0,3.0,4.0,3.0,4.0,1,,,,,,0.0,Female,3.0,1.0,White,2.0,East North Central,No
86,1.0,0.0,,,,4.0,1,0,1,1,1.0,0,1,0,0,1,2.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,1,1,1,0,0.5,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1,,,,,,1.0,Female,3.0,4.0,White,3.0,Mountain,No
87,1.0,1.0,1.0,1.0,0.0,3.0,1,0,0,1,0.0,0,0,0,0,0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1,,,,,,1.0,Female,2.0,5.0,Asian,2.0,Mid-Atlantic,No
88,0.0,0.0,,,,4.0,1,0,0,1,0.0,0,1,0,1,0,2.0,1.0,4.0,2.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,1,,,,,,1.0,Female,4.0,1.0,White,2.0,Mid-Atlantic,No
89,1.0,0.0,,,,5.0,1,0,1,1,0.0,0,1,0,0,1,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,0,,,,,,1.0,Female,2.0,3.0,White,2.0,South Atlantic,No
90,1.0,0.0,,,,4.0,1,0,0,1,0.0,0,0,0,0,0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,0.5,5.0,5.0,4.0,3.0,3.0,3.0,4.0,0,,,,,,1.0,Female,2.0,1.0,White,1.0,Mid-Atlantic,No
91,0.0,1.0,0.0,,,3.0,1,0,1,1,1.0,0,1,1,1,1,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1,,,,,,1.0,Female,3.0,4.0,White,2.0,East North Central,No
92,1.0,1.0,1.0,1.0,0.0,6.0,1,1,1,1,0.0,0,1,0,0,0,3.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,0.0,1.0,1,1,1,0,0.5,4.0,4.0,2.0,2.0,5.0,3.0,4.0,1,,,,,,1.0,Female,3.0,5.0,Asian,3.0,East North Central,No
93,1.0,0.0,,,,6.0,0,0,1,1,0.0,0,0,1,0,1,2.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,1,1,1,0,0.5,2.0,2.0,4.0,4.0,2.0,4.0,4.0,1,,,,,,1.0,Female,2.0,5.0,White,3.0,West South Central,No
94,0.0,1.0,0.0,,,8.0,0,0,1,1,0.0,0,1,1,1,0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,1,,,,,,1.0,Female,3.0,5.0,Other,3.0,South Atlantic,No
95,0.0,0.0,,,,6.0,0,1,1,1,0.0,0,0,0,0,0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,0,1.0,1.0,0.0,1,1,1,1,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1,,,,,,0.0,Female,2.0,4.0,Asian,2.0,South Atlantic,No
96,1.0,0.0,,,,2.0,0,0,1,1,0.0,0,0,0,0,1,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1,,,,,,1.0,Male,2.0,2.0,Asian,3.0,Pacific,No
